9980.46, 4307844.50
16548.57, 5341880.00
36515.00, 6916868.50
54327.07, 18759692.00
60232.88, 3316369.00
63540.39, 1175309.25
82985.09, 7769581.00
86456.11, 16626659.00
94456.01, 14633898.00
112465.81, 6875076.00
135797.98, 17011394.00
139621.02, 493744.91
143181.77, 15631194.00
148446.25, 17187626.00
151894.31, 10824602.00
160782.94, 20753954.00
170966.50, 18090116.00
179979.05, 13633070.00
184262.80, 356871.19
188905.00, 14036224.00
206778.72, 14785066.00
212038.23, 11230689.00
218312.08, 3935051.25
229711.88, 8480969.00
232229.95, 2583456.00
240226.48, 4128285.50
240515.84, 908668.94
248513.91, 11796690.00
260424.81, 388747.25
283922.75, 19431594.00
294728.38, 19645378.00
296989.75, 300715.44
311199.75, 21394586.00
315431.03, 15649920.00
323264.31, 7381922.00
330767.84, 9306938.00
334995.22, 19584922.00
335655.41, 3183840.00
349903.91, 2761721.00
350536.25, 7389194.00
354612.12, 9168316.00
358043.59, 11757231.00
394355.59, 11699756.00
399799.62, 21362234.00
399945.69, 5185400.50
404466.59, 6043469.50
410555.25, 13629600.00
412068.91, 14862260.00
418268.16, 17317022.00
428305.59, 13803781.00
434071.56, 17515894.00
435334.16, 20472480.00
454504.25, 14038702.00
465733.31, 8329762.00
467710.31, 11766193.00
469437.56, 2518914.25
482453.47, 395693.75
498245.38, 11849875.00
498631.25, 14298647.00
506138.72, 15076476.00
512617.59, 665186.50
516362.84, 19097652.00
522426.12, 12823401.00
526971.62, 12173873.00
542400.75, 5793473.50
543913.62, 11463715.00
552161.69, 17741924.00
554983.19, 7396014.00
556162.75, 18320080.00
559686.75, 9702389.00
560811.88, 19683228.00
562343.19, 20159056.00
562515.38, 12578207.00
562569.94, 15894065.00
574339.62, 12685546.00
577685.81, 18664854.00
594593.25, 8386596.00
594803.31, 11923319.00
597170.38, 21178932.00
598214.75, 4576458.00
633733.62, 18795336.00
641830.75, 4479071.00
647442.31, 4899286.50
651306.69, 11768074.00
659490.25, 13991213.00
674209.19, 13273469.00
680377.06, 9609780.00
685369.25, 6469309.50
688235.38, 4945653.00
689402.25, 17642264.00
699172.31, 11904618.00
700534.25, 16303293.00
720558.81, 4293205.00
723575.75, 15462427.00
728774.38, 9149888.00
729804.25, 13801248.00
734704.88, 11480924.00
735864.88, 12332058.00
741858.06, 3876721.00
776685.94, 17286684.00
784352.94, 10262141.00
798606.38, 6626343.50
800505.19, 8163046.50
824974.50, 522060.16
825956.38, 6841105.50
828017.81, 9845021.00
831698.31, 13860340.00
832618.56, 19755276.00
845593.69, 16111002.00
858056.81, 19976610.00
858858.31, 4891663.50
876697.25, 17428776.00
877950.31, 12313308.00
881192.81, 11776817.00
890586.56, 1972943.25
895951.38, 12576028.00
917368.88, 16176326.00
924966.00, 6961431.00
932025.94, 12727802.00
943729.12, 116506.00
955126.25, 11080582.00
984285.44, 12097632.00
984406.56, 16660451.00
989299.81, 8203385.50
992320.19, 18113132.00
1021019.75, 10753836.00
1024059.50, 4105586.50
1049273.50, 20958450.00
1050110.25, 9043862.00
1055166.88, 17185156.00
1068745.50, 3551104.75
1086405.50, 4288739.00
1087710.50, 3501883.25
1092612.00, 19219978.00
1092652.50, 10971484.00
1106386.50, 14458652.00
1107389.88, 18015116.00
1116745.12, 9499114.00
1117282.12, 11000548.00
1134620.12, 20892866.00
1143236.62, 2924434.25
1148020.38, 17457952.00
1152328.62, 5486675.00
1155289.62, 10287869.00
1158813.50, 13834300.00
1169291.12, 1887575.25
1173148.62, 14080910.00
1179673.00, 13397230.00
1187260.12, 9050300.00
1196078.50, 17647084.00
1200071.62, 20033214.00
1200296.88, 8013392.00
1202870.88, 20566830.00
1203859.00, 3603255.25
1219376.38, 13735517.00
1219399.00, 18450380.00
1222185.12, 948159.69
1230263.75, 10963049.00
1230344.62, 18301480.00
1232246.12, 2703268.75
1233409.62, 14272490.00
1238306.75, 2359547.25
1242289.50, 11478227.00
1249372.25, 9100092.00
1251370.62, 5586324.00
1255508.62, 13212892.00
1268716.12, 16887298.00
1271758.12, 48406.69
1287664.50, 19643982.00
1298481.25, 8915511.00
1330586.12, 19100058.00
1334192.88, 10153796.00
1338612.62, 2986394.25
1341302.12, 14244824.00
1362485.12, 5097268.50
1363325.00, 20282126.00
1374476.12, 3036818.50
1377030.50, 7273076.00
1385268.00, 18812782.00
1396337.25, 18399860.00
1407511.25, 20992928.00
1407781.50, 13894569.00
1413726.38, 21176788.00
1418242.25, 19177992.00
1419161.25, 11303272.00
1419951.00, 694571.12
1424197.00, 5990566.50
1425637.88, 11850420.00
1431195.00, 16564884.00
1433266.88, 16972680.00
1441875.00, 5019486.00
1472863.62, 8590399.00
1478564.38, 2037095.50
1478841.12, 1786648.62
1489745.00, 1444633.12
1517000.62, 18080688.00
1524970.38, 6862397.00
1527058.25, 2261886.75
1535872.50, 4642763.50
1538775.62, 16603332.00
1547965.25, 2130676.50
1548777.12, 19649108.00
1557835.50, 6506340.00
1568456.75, 12874989.00
1569457.12, 9334605.00
1575978.12, 13166625.00
1576382.38, 10778499.00
