60.12, 509169.18, 529567.19, 
998.05, 430784.46, 1489098.57, 
1654.86, 534188.01, 575158.80, 
9445.60, 1463389.83, 1148610.59, 
11633.96, 1407091.60, 191943.59, 
12544.59, 1641785.75, 549595.08, 
13835.85, 184905.84, 464167.93, 
14318.18, 1563119.31, 1186121.23, 
16078.29, 2075395.41, 281692.70, 
20677.87, 1478506.61, 1375895.99, 
22971.19, 848096.88, 927034.05, 
24644.71, 1890369.89, 157553.48, 
24851.39, 1179668.99, 1068576.23, 
28392.28, 1943159.47, 828403.03, 
30071.54, 1058674.43, 1553408.65, 
33504.71, 965301.89, 1169116.51, 
37060.67, 33076.78, 930693.79, 
39435.56, 1169975.60, 207462.88, 
41826.82, 1731702.24, 2009394.68, 
42033.82, 275513.41, 2030484.66, 
42830.56, 1380378.12, 106874.55, 
43533.41, 2047248.00, 643168.49, 
44526.03, 1937071.70, 2020.12, 
46573.33, 832976.20, 914728.28, 
47581.37, 594686.59, 301287.48, 
49374.49, 67420.92, 1327346.93, 
51636.28, 1909765.17, 261465.92, 
52242.61, 1282340.09, 1753219.63, 
54391.36, 1146371.46, 409928.29, 
55616.27, 1832007.99, 1078219.76, 
56251.54, 1257820.73, 935523.24, 
56902.12, 1890688.70, 605171.64, 
57232.36, 299206.51, 557790.09, 
57768.58, 1866485.39, 1692758.63, 
59480.33, 1192331.88, 2112373.92, 
62157.46, 242504.61, 247538.19, 
62897.54, 1379675.41, 1337651.12, 
63373.36, 1879533.54, 1404791.15, 
63908.37, 1671254.83, 119178.33, 
64183.08, 447907.11, 946613.99, 
64183.12, 1050171.70, 863482.48, 
64317.75, 172319.37, 392412.18, 
65949.03, 1399121.30, 1439886.85, 
66518.65, 362127.61, 1558575.09, 
68536.93, 646930.97, 72357.57, 
69917.23, 1190461.88, 481334.06, 
71523.26, 1285528.79, 1110574.62, 
72055.88, 429320.51, 487064.90, 
81383.02, 1333548.80, 1210576.43, 
82595.64, 684110.52, 1696696.65, 
83169.83, 1386034.00, 673222.93, 
87669.73, 1742877.72, 493784.39, 
87795.03, 1231330.81, 1773845.02, 
89170.03, 1840753.06, 2043581.07, 
89595.13, 1257602.78, 903503.93, 
91229.32, 841499.53, 1419813.64, 
94372.91, 11650.60, 1907500.42, 
95062.65, 1536938.39, 1439332.71, 
98321.88, 180277.75, 1924841.54, 
98428.55, 1209763.15, 1143868.83, 
98936.72, 121937.64, 1373551.69, 
100313.14, 792401.22, 1617039.17, 
101677.94, 198271.01, 2000943.89, 
102101.98, 1075383.49, 154877.71, 
109958.04, 947523.95, 426485.82, 
110000.22, 1095650.81, 1023351.27, 
111218.41, 215525.65, 344768.87, 
112380.80, 1344079.78, 92294.97, 
115232.86, 548667.53, 674778.12, 
117530.92, 1342004.87, 1667766.67, 
117967.30, 1339723.01, 571434.31, 
118979.01, 340473.96, 1835157.91, 
123224.61, 270326.89, 282780.75, 
129848.12, 891551.11, 531851.25, 
134130.22, 1424482.38, 1335051.83, 
137447.62, 303681.87, 280535.05, 
141014.43, 1960336.74, 2035923.27, 
143326.69, 1697268.04, 1315567.50, 
144187.50, 501948.57, 381146.82, 
147884.12, 178664.87, 733220.63, 
148974.49, 144463.31, 491752.42, 
153877.56, 1660333.24, 2005667.85, 
159103.09, 967276.88, 1884229.46, 
160181.95, 93202.59, 1272780.14, 
161399.84, 859120.86, 536329.17, 
163794.58, 45917.96, 914793.87, 
165749.84, 1133612.65, 559409.84, 
170812.32, 1687488.85, 1728091.98, 
171123.01, 337536.34, 289397.93, 
172675.08, 442625.53, 595811.16, 
173226.40, 1071903.60, 1702255.14, 
179359.40, 303874.37, 1587221.55, 
179672.65, 2076538.61, 1223389.90, 
182434.59, 948285.26, 1216438.53, 
183386.33, 485375.48, 401344.12, 
184820.48, 1686568.55, 1051726.06, 
185825.62, 755439.89, 415823.69, 
186813.00, 167298.07, 1962292.20, 
187032.82, 343381.14, 1554534.80, 
188436.12, 153705.91, 1978151.05, 
191078.69, 243442.37, 947194.73, 
193795.05, 1705673.12, 1443730.60, 
194156.33, 280175.14, 1987175.43, 
195332.60, 1544670.07, 965541.44, 
198022.80, 814807.00, 482623.83, 
200612.61, 2044520.51, 552595.44, 
201289.45, 861804.90, 1459316.54, 
202097.71, 696707.48, 1051053.07, 
203709.55, 1220495.22, 1564659.50, 
205374.00, 276024.37, 284727.54, 
208271.17, 1293456.55, 1829928.98, 
210293.63, 1956522.82, 1135234.28, 
226234.71, 1202011.01, 1296618.86, 
227664.73, 1972298.29, 697196.65, 
227694.46, 1701448.63, 1290637.39, 
228004.40, 1572914.23, 999417.01, 
229933.24, 1088658.84, 184864.98, 
231426.47, 1836599.14, 786455.40, 
234330.61, 849976.78, 871039.27, 
235954.73, 863108.68, 586352.07, 
236346.72, 1565392.39, 1432457.35, 
240732.12, 1110734.32, 1646426.24, 
241564.16, 1496471.15, 404810.31, 
242662.67, 1369842.33, 283237.99, 
245389.08, 1758323.23, 1718976.60, 
246160.59, 801745.47, 1448125.61, 
246843.20, 915838.47, 487632.05, 
250809.95, 1954352.82, 1319823.25, 
254688.73, 2050927.38, 723301.29, 
255064.50, 562717.82, 13962.10, 
258345.60, 1543618.82, 1136017.65, 
259529.40, 1301663.29, 1884694.01, 
260437.64, 788789.56, 163369.72, 
260466.02, 153587.25, 464276.36, 
260979.19, 1415410.17, 574502.02, 
263422.99, 2012172.51, 286529.17, 
264790.61, 1643221.99, 564631.99, 
265271.82, 197027.69, 1168952.90, 
266221.13, 828622.67, 724332.95, 
266848.01, 1771831.79, 1687005.86, 
267814.67, 750691.97, 880657.04, 
269215.44, 1610387.91, 1280218.57, 
271683.80, 2030881.18, 2003213.55, 
271923.09, 1975842.27, 383076.08, 
284269.71, 849571.12, 627257.28, 
286645.98, 123034.46, 1830147.99, 
287123.69, 311781.68, 2103609.57, 
287676.14, 202196.95, 966181.77, 
289804.16, 658655.85, 1205509.69, 
293111.47, 458435.70, 361989.12, 
294332.13, 878837.10, 1572246.03, 
297444.95, 1230559.00, 450253.56, 
300338.17, 857288.30, 197216.66, 
301441.54, 259540.07, 1534297.12, 
307014.77, 2094301.51, 2032671.83, 
309604.02, 388592.04, 1297047.33, 
309823.04, 73285.86, 232728.42, 
310425.31, 833673.79, 911783.56, 
312311.86, 1701585.82, 1530170.95, 
314073.27, 147603.26, 1321789.11, 
