----------
9445.60, 1463389.83, 1148610.59, 998.05, 430784.46, 1489098.57, 60.12, 509169.18, 529567.19, 
60.12, 509169.18, 529567.19, 998.05, 430784.46, 1489098.57, 13835.85, 184905.84, 464167.93, 
11633.96, 1407091.60, 191943.59, 60.12, 509169.18, 529567.19, 13835.85, 184905.84, 464167.93, 
9445.60, 1463389.83, 1148610.59, 60.12, 509169.18, 529567.19, 16078.29, 2075395.41, 281692.70, 
60.12, 509169.18, 529567.19, 11633.96, 1407091.60, 191943.59, 16078.29, 2075395.41, 281692.70, 
14318.18, 1563119.31, 1186121.23, 9445.60, 1463389.83, 1148610.59, 16078.29, 2075395.41, 281692.70, 
16078.29, 2075395.41, 281692.70, 11633.96, 1407091.60, 191943.59, 24644.71, 1890369.89, 157553.48, 
13835.85, 184905.84, 464167.93, 998.05, 430784.46, 1489098.57, 37060.67, 33076.78, 930693.79, 
998.05, 430784.46, 1489098.57, 9445.60, 1463389.83, 1148610.59, 41826.82, 1731702.24, 2009394.68, 
9445.60, 1463389.83, 1148610.59, 14318.18, 1563119.31, 1186121.23, 41826.82, 1731702.24, 2009394.68, 
14318.18, 1563119.31, 1186121.23, 16078.29, 2075395.41, 281692.70, 41826.82, 1731702.24, 2009394.68, 
37060.67, 33076.78, 930693.79, 998.05, 430784.46, 1489098.57, 42033.82, 275513.41, 2030484.66, 
998.05, 430784.46, 1489098.57, 41826.82, 1731702.24, 2009394.68, 42033.82, 275513.41, 2030484.66, 
24644.71, 1890369.89, 157553.48, 11633.96, 1407091.60, 191943.59, 44526.03, 1937071.70, 2020.12, 
16078.29, 2075395.41, 281692.70, 24644.71, 1890369.89, 157553.48, 44526.03, 1937071.70, 2020.12, 
37060.67, 33076.78, 930693.79, 42033.82, 275513.41, 2030484.66, 49374.49, 67420.92, 1327346.93, 
37060.67, 33076.78, 930693.79, 64317.75, 172319.37, 392412.18, 13835.85, 184905.84, 464167.93, 
13835.85, 184905.84, 464167.93, 64317.75, 172319.37, 392412.18, 62157.46, 242504.61, 247538.19, 
13835.85, 184905.84, 464167.93, 62157.46, 242504.61, 247538.19, 68536.93, 646930.97, 72357.57, 
13835.85, 184905.84, 464167.93, 68536.93, 646930.97, 72357.57, 11633.96, 1407091.60, 191943.59, 
11633.96, 1407091.60, 191943.59, 68536.93, 646930.97, 72357.57, 44526.03, 1937071.70, 2020.12, 
16078.29, 2075395.41, 281692.70, 57768.58, 1866485.39, 1692758.63, 41826.82, 1731702.24, 2009394.68, 
41826.82, 1731702.24, 2009394.68, 57768.58, 1866485.39, 1692758.63, 89170.03, 1840753.06, 2043581.07, 
41826.82, 1731702.24, 2009394.68, 89170.03, 1840753.06, 2043581.07, 59480.33, 1192331.88, 2112373.92, 
41826.82, 1731702.24, 2009394.68, 59480.33, 1192331.88, 2112373.92, 42033.82, 275513.41, 2030484.66, 
42033.82, 275513.41, 2030484.66, 94372.91, 11650.60, 1907500.42, 49374.49, 67420.92, 1327346.93, 
49374.49, 67420.92, 1327346.93, 94372.91, 11650.60, 1907500.42, 37060.67, 33076.78, 930693.79, 
16078.29, 2075395.41, 281692.70, 141014.43, 1960336.74, 2035923.27, 57768.58, 1866485.39, 1692758.63, 
57768.58, 1866485.39, 1692758.63, 141014.43, 1960336.74, 2035923.27, 89170.03, 1840753.06, 2043581.07, 
37060.67, 33076.78, 930693.79, 309823.04, 73285.86, 232728.42, 64317.75, 172319.37, 392412.18, 
64317.75, 172319.37, 392412.18, 309823.04, 73285.86, 232728.42, 62157.46, 242504.61, 247538.19, 
62157.46, 242504.61, 247538.19, 309823.04, 73285.86, 232728.42, 355110.45, 257342.94, 14594.67, 
62157.46, 242504.61, 247538.19, 355110.45, 257342.94, 14594.67, 68536.93, 646930.97, 72357.57, 
68536.93, 646930.97, 72357.57, 355110.45, 257342.94, 14594.67, 255064.50, 562717.82, 13962.10, 
68536.93, 646930.97, 72357.57, 255064.50, 562717.82, 13962.10, 44526.03, 1937071.70, 2020.12, 
16078.29, 2075395.41, 281692.70, 316259.78, 2141985.97, 461357.53, 357549.66, 2130034.85, 1677907.77, 
16078.29, 2075395.41, 281692.70, 357549.66, 2130034.85, 1677907.77, 307014.77, 2094301.51, 2032671.83, 
16078.29, 2075395.41, 281692.70, 307014.77, 2094301.51, 2032671.83, 141014.43, 1960336.74, 2035923.27, 
59480.33, 1192331.88, 2112373.92, 287123.69, 311781.68, 2103609.57, 42033.82, 275513.41, 2030484.66, 
42033.82, 275513.41, 2030484.66, 287123.69, 311781.68, 2103609.57, 94372.91, 11650.60, 1907500.42, 
94372.91, 11650.60, 1907500.42, 287123.69, 311781.68, 2103609.57, 398222.47, 137324.48, 2016964.99, 
94372.91, 11650.60, 1907500.42, 751163.14, 3651.50, 691686.83, 37060.67, 33076.78, 930693.79, 
37060.67, 33076.78, 930693.79, 751163.14, 3651.50, 691686.83, 309823.04, 73285.86, 232728.42, 
309823.04, 73285.86, 232728.42, 651228.23, 127175.82, 4840.67, 355110.45, 257342.94, 14594.67, 
355110.45, 257342.94, 14594.67, 651228.23, 127175.82, 4840.67, 255064.50, 562717.82, 13962.10, 
255064.50, 562717.82, 13962.10, 651228.23, 127175.82, 4840.67, 44526.03, 1937071.70, 2020.12, 
307014.77, 2094301.51, 2032671.83, 879507.25, 2094876.20, 2143095.73, 141014.43, 1960336.74, 2035923.27, 
141014.43, 1960336.74, 2035923.27, 879507.25, 2094876.20, 2143095.73, 89170.03, 1840753.06, 2043581.07, 
89170.03, 1840753.06, 2043581.07, 879507.25, 2094876.20, 2143095.73, 59480.33, 1192331.88, 2112373.92, 
59480.33, 1192331.88, 2112373.92, 879507.25, 2094876.20, 2143095.73, 923417.53, 311410.40, 2125274.26, 
59480.33, 1192331.88, 2112373.92, 923417.53, 311410.40, 2125274.26, 287123.69, 311781.68, 2103609.57, 
2026856.41, 1093668.03, 2142700.48, 2055960.92, 2102465.77, 1879851.24, 2064066.54, 1438569.54, 2001930.45, 
2122921.17, 126871.62, 1688729.79, 2112698.41, 316775.24, 1990221.50, 2125369.44, 392819.47, 1813114.54, 
2121540.63, 2025292.17, 1431398.07, 2121871.80, 2124051.57, 983886.27, 2139458.63, 2038122.51, 1072343.67, 
2139458.63, 2038122.51, 1072343.67, 2121871.80, 2124051.57, 983886.27, 2140055.52, 1781996.39, 235157.86, 
2121540.63, 2025292.17, 1431398.07, 2139458.63, 2038122.51, 1072343.67, 2141138.14, 1806675.19, 1558890.73, 
2112698.41, 316775.24, 1990221.50, 2109823.90, 547453.74, 2075132.76, 2147156.52, 1487672.49, 1699623.20, 
2109823.90, 547453.74, 2075132.76, 2123511.12, 1787428.38, 1717001.64, 2147156.52, 1487672.49, 1699623.20, 
2123511.12, 1787428.38, 1717001.64, 2141138.14, 1806675.19, 1558890.73, 2147156.52, 1487672.49, 1699623.20, 
2141138.14, 1806675.19, 1558890.73, 2139458.63, 2038122.51, 1072343.67, 2147156.52, 1487672.49, 1699623.20, 
2139458.63, 2038122.51, 1072343.67, 2140055.52, 1781996.39, 235157.86, 2147156.52, 1487672.49, 1699623.20, 
2140055.52, 1781996.39, 235157.86, 2137535.10, 903601.00, 157597.81, 2147156.52, 1487672.49, 1699623.20, 
2137535.10, 903601.00, 157597.81, 2136223.32, 471889.92, 595626.31, 2147156.52, 1487672.49, 1699623.20, 
2136223.32, 471889.92, 595626.31, 2122921.17, 126871.62, 1688729.79, 2147156.52, 1487672.49, 1699623.20, 
2122921.17, 126871.62, 1688729.79, 2125369.44, 392819.47, 1813114.54, 2147156.52, 1487672.49, 1699623.20, 
2125369.44, 392819.47, 1813114.54, 2112698.41, 316775.24, 1990221.50, 2147156.52, 1487672.49, 1699623.20, 
2059763.05, 116929.11, 188757.52, 2122921.17, 126871.62, 1688729.79, 2136223.32, 471889.92, 595626.31, 
2059763.05, 116929.11, 188757.52, 2136223.32, 471889.92, 595626.31, 2137535.10, 903601.00, 157597.81, 
2059763.05, 116929.11, 188757.52, 2137535.10, 903601.00, 157597.81, 2080948.51, 608908.15, 79860.64, 
2055960.92, 2102465.77, 1879851.24, 2121871.80, 2124051.57, 983886.27, 2121540.63, 2025292.17, 1431398.07, 
2055960.92, 2102465.77, 1879851.24, 2121540.63, 2025292.17, 1431398.07, 2141138.14, 1806675.19, 1558890.73, 
2055960.92, 2102465.77, 1879851.24, 2141138.14, 1806675.19, 1558890.73, 2123511.12, 1787428.38, 1717001.64, 
2055960.92, 2102465.77, 1879851.24, 2123511.12, 1787428.38, 1717001.64, 2109823.90, 547453.74, 2075132.76, 
2055960.92, 2102465.77, 1879851.24, 2109823.90, 547453.74, 2075132.76, 2064066.54, 1438569.54, 2001930.45, 
2064066.54, 1438569.54, 2001930.45, 2109823.90, 547453.74, 2075132.76, 2026856.41, 1093668.03, 2142700.48, 
2023344.86, 70053.43, 1630329.31, 2122921.17, 126871.62, 1688729.79, 2059763.05, 116929.11, 188757.52, 
2013898.40, 754865.78, 17997.90, 2059763.05, 116929.11, 188757.52, 2080948.51, 608908.15, 79860.64, 
2013898.40, 754865.78, 17997.90, 2080948.51, 608908.15, 79860.64, 2137535.10, 903601.00, 157597.81, 
2013898.40, 754865.78, 17997.90, 2137535.10, 903601.00, 157597.81, 2140055.52, 1781996.39, 235157.86, 
2013898.40, 754865.78, 17997.90, 2140055.52, 1781996.39, 235157.86, 1929064.52, 2071035.99, 109265.25, 
1929064.52, 2071035.99, 109265.25, 2140055.52, 1781996.39, 235157.86, 1918505.14, 2116305.05, 152497.04, 
1918505.14, 2116305.05, 152497.04, 2140055.52, 1781996.39, 235157.86, 2121871.80, 2124051.57, 983886.27, 
1958380.59, 246187.11, 2028628.86, 2109823.90, 547453.74, 2075132.76, 2112698.41, 316775.24, 1990221.50, 
1958380.59, 246187.11, 2028628.86, 2112698.41, 316775.24, 1990221.50, 1924678.29, 109261.20, 1921997.78, 
1924678.29, 109261.20, 1921997.78, 2112698.41, 316775.24, 1990221.50, 2122921.17, 126871.62, 1688729.79, 
1924678.29, 109261.20, 1921997.78, 2122921.17, 126871.62, 1688729.79, 2023344.86, 70053.43, 1630329.31, 
